TOPIC,SUB TOPIC,TRANSCRIPT,LINKS,RELEVANCE,TIMESTAMP
,,"Now we will see the syntax to open a file.
Here, the fopen() function opens a stream.
Then it links the file with the stream.
file name is the name of the file that we want to open or create.
We can give the path along with the file name.
And We can also give the extension.
Here we can give the mode of the file.",http://stackoverflow.com/questions/1746510/unable-to-open-a-file-with-fopen,R,"01:33,01:37,01:42,01:44,01:49,01:53,01:56"
,,,http://stackoverflow.com/questions/5012126/simple-c-program-opening-a-file,R,
,,,http://stackoverflow.com/questions/2395465/create-a-file-in-linux-using-c,SR,
,,,http://stackoverflow.com/questions/7121752/opening-a-file-in-c-programming-in-xcode,SR,
,,,http://stackoverflow.com/questions/42614501,IR,
,,,http://stackoverflow.com/questions/42599039,IR,
,,,http://stackoverflow.com/questions/42612751,IR,
,,fprintf() writes output to the given output stream.,http://stackoverflow.com/questions/2018730/fprintf-with-string-argument,R,2:34
,,,http://stackoverflow.com/questions/6074279/how-to-use-fprintf-for-writing-data-to-a-file,R,
,,,http://stackoverflow.com/questions/4627330/difference-between-fprintf-printf-and-sprintf,SR,
,,,http://stackoverflow.com/questions/5333160/problem-using-fprintf,SR,
,,,http://stackoverflow.com/questions/12452018/fprintf-isnt-writing-to-file,SR,
,,"Here, we open the file Sample.txt in read mode.
The output is stored in fp.
Then we check the condition-
""If fp is equal to NULL "".
If the condition is true then we print the message:
""File doesn't exist.""
Else, it will check for another condition-
While c is not equal to EOF.
Here, EOF is the end of file.
It denotes the end of input.
It is a condition where no more data can be read from a data source.
If the condition is true then it will display the characters from Sample.txt file, on the console.",http://stackoverflow.com/questions/31147850/how-to-read-text-file-in-c,R,"04:19,04:24,04:27,04:29,04:32,04:36,04:38,04:41,04:46,04:49,04:52,04:57"
,,,http://stackoverflow.com/questions/3351809/reading-file-using-fscanf-in-c,SR,
,,,http://stackoverflow.com/questions/9434207/reading-from-file-using-fgets,SR,
,,,http://stackoverflow.com/questions/19813949/how-to-read-a-line-from-a-file-in-c,R,
,,,http://stackoverflow.com/questions/2372813/reading-one-line-at-a-time-in-c,R,
,,,http://stackoverflow.com/questions/42611103,IR,
,,,http://stackoverflow.com/questions/42612254,IR,
,,"Here, getc returns a character from a specified file or stream.",http://stackoverflow.com/questions/2507082/getc-vs-getchar-vs-scanf-for-reading-a-character-from-stdin,R,5:06
,,,http://stackoverflow.com/questions/10059142/reading-r-carriage-return-vs-n-newline-from-console-with-getc,R,
,,,http://stackoverflow.com/questions/42595553,IR,
,,,http://stackoverflow.com/questions/42611966,IR,
,,putchar is used to display a character on the console.,http://stackoverflow.com/questions/28779640/understanding-getchar-and-putchar-in-c,R,5:17
,,,http://stackoverflow.com/questions/25128640/why-is-putchar-printing-formatted-output,SR,
,,,http://stackoverflow.com/questions/23359693/how-putchar-works,R,
,,,http://stackoverflow.com/questions/42612023,IR,
Advance C,Command line arguments in C,"For this tutorial, I am using Ubuntu Operating system version 11.10 and gcc Compiler version 4.6.1 on Ubuntu.",http://stackoverflow.com/questions/5691795/how-to-compile-c-programming-in-windows-7,SR,0:15
,,"For this tutorial, I am using Ubuntu Operating system version 11.10 and gcc Compiler version 4.6.1 on Ubuntu.",http://stackoverflow.com/questions/24469866/how-do-i-run-a-c-program-from-my-windows-command-prompt,SR,0:15
,,"These are the header files. stdio.h defines core input and output functions.
stdlib.h header file defines-
Numeric conversion function Pseudo-random numbers Generation function Memory allocation Process control functions.",http://stackoverflow.com/questions/6723266/why-to-include-stdlib-h,SR,00:53-01:01
,,"These are the header files. stdio.h defines core input and output functions. stdlib.h header file defines-

Numeric conversion function Pseudo-random numbers Generation function Memory allocation Process control functions. ",http://stackoverflow.com/questions/19088284/what-does-include-stdio-h-really-do-in-a-c-program,R,00:53-01:01
,,"argc refers to the number of command line arguments passed to the program.
This includes the actual name of the program.
argv contains actual arguments starting from index 0.
Index 0 is the name of the program.
Index 1 will be the first argument passed to the program.
Index 2 will be the second argument passed to the program and so on.
This statement will display the total number of arguments passed to the program.
This will display the first argument passed to the program.
1 represents the argument at index 1.
'while' condition will decrement the number of arguments.
This statement will print all the arguments passed to the program. ",http://stackoverflow.com/questions/3371886/command-line-arguments-in-c,R,01:28-02:18
,,"This is our main() function. Inside this, we have passed two arguments-

int argc, char asterisk asterisk argv (**argv).
argc refers to the number of command line arguments passed to the program.
This includes the actual name of the program.
argv contains actual arguments starting from index 0.
Index 0 is the name of the program.
Index 1 will be the first argument passed to the program.
Index 2 will be the second argument passed to the program and so on. ",http://stackoverflow.com/questions/3898021/regarding-mainint-argc-char-argv,R,1:16-01:53
,,"argc refers to the number of command line arguments passed to the program.
This includes the actual name of the program.
argv contains actual arguments starting from index 0.
Index 0 is the name of the program.
Index 1 will be the first argument passed to the program.
Index 2 will be the second argument passed to the program and so on. ",http://stackoverflow.com/questions/15915869/problems-using-mainint-argc-char-argv,SR,1:28-01:53
,,"This is our main() function. Inside this, we have passed two arguments-

int argc, char asterisk asterisk argv (**argv).
argc refers to the number of command line arguments passed to the program.
This includes the actual name of the program.
argv contains actual arguments starting from index 0.
Index 0 is the name of the program.
Index 1 will be the first argument passed to the program.
Index 2 will be the second argument passed to the program and so on. ",http://stackoverflow.com/questions/19231612/how-to-write-a-argv-and-argc,R,1:28-01:53
,,"This is our main() function. Inside this, we have passed two arguments-

int argc, char asterisk asterisk argv (**argv).
argc refers to the number of command line arguments passed to the program.
This includes the actual name of the program.
argv contains actual arguments starting from index 0.
Index 0 is the name of the program.
Index 1 will be the first argument passed to the program.
Index 2 will be the second argument passed to the program and so on. ",http://stackoverflow.com/questions/779910/should-i-use-char-argv-or-char-argv-in-c,R,1:28-01:53
,,"This is our main() function. Inside this, we have passed two arguments- int argc, char asterisk asterisk argv (**argv). argc refers to the number of command line arguments passed to the program. This includes the actual name of the program. argv contains actual arguments starting from index 0. Index 0 is the name of the program. Index 1 will be the first argument passed to the program. Index 2 will be the second argument passed to the program and so on.",http://stackoverflow.com/questions/35152305/how-to-assign-a-string-in-argc-and-argv,R,1:28-01:53
,,"this is our main() function. Inside this, we have passed two arguments-

int argc, char asterisk asterisk argv (**argv).
argc refers to the number of command line arguments passed to the program.
This includes the actual name of the program.
argv contains actual arguments starting from index 0.
Index 0 is the name of the program.
Index 1 will be the first argument passed to the program.
Index 2 will be the second argument passed to the program and so on. ",http://stackoverflow.com/questions/41981565/clarification-on-argc-and-argv,R,
,Union and Typedef,"Typedef keyword is used to give symbolic name to an existing type or user-defined datatypes.
It is a way to define alias to the commands.
It helps to provide clarity to the code.
It makes the code easier to understand and change. ",http://stackoverflow.com/questions/2566027/what-is-the-use-of-typedef,R,00:49-01:07
,,"Typedef keyword is used to give symbolic name to an existing type or user-defined datatypes.
It is a way to define alias to the commands.
It helps to provide clarity to the code.
It makes the code easier to understand and change. ",http://stackoverflow.com/questions/516237/when-should-i-use-typedef-in-c,SR,00:49-01:07
,,"Typedef keyword is used to give symbolic name to an existing type or user-defined datatypes.
It is a way to define alias to the commands.
It helps to provide clarity to the code.
It makes the code easier to understand and change. ",http://stackoverflow.com/questions/1675351/typedef-struct-vs-struct-definitions,SR,00:49-01:07
,,"Typedef keyword is used to give symbolic name to an existing type or user-defined datatypes.
It is a way to define alias to the commands.
It helps to provide clarity to the code.
It makes the code easier to understand and change. ",http://stackoverflow.com/questions/252780/why-should-we-typedef-a-struct-so-often-in-c,R,00:49-01:07
,,Syntax: typedef existing_name alias_name. Example: typedef unsigned int uint;,http://stackoverflow.com/questions/18806392/typedef-struct-declarations,R,1:12
,,Syntax: typedef existing_name alias_name. Example: typedef unsigned int uint;,http://stackoverflow.com/questions/10747810/what-is-the-difference-between-typedef-and-using-in-c11,SR,1:12
,,Syntax: typedef existing_name alias_name. Example: typedef unsigned int uint;,http://stackoverflow.com/questions/42610007,IR,1:12
,,Syntax: typedef existing_name alias_name. Example: typedef unsigned int uint;,http://stackoverflow.com/questions/31903594/typedef-struct-in-c-vs-c,SR,1:12
,,"Typedef keyword is used to give symbolic name to an existing type or user-defined datatypes.
It is a way to define alias to the commands. ",http://stackoverflow.com/questions/1666353/are-typedef-and-define-the-same-in-c,R,00:49-00:58
,,"Type: gcc space pallindrome dot c space hyphen o space pallindrome. Press Enter.
Type: dot slash pallindrome",http://stackoverflow.com/questions/16367190/how-to-run-a-c-program-using-command-prompt,R,02:16-02:29
,,"Type: gcc space pallindrome dot c space hyphen o space pallindrome. Press Enter.
Type: dot slash pallindrome",http://stackoverflow.com/questions/4635794/how-to-run-a-c-program-on-ubuntu,R,02:16-02:29
,,"Type: gcc space pallindrome dot c space hyphen o space pallindrome. Press Enter.
Type: dot slash pallindrome",http://stackoverflow.com/questions/42609245,IR,02:16-02:29
,,"Type: gcc space pallindrome dot c space hyphen o space pallindrome. Press Enter.
Type: dot slash pallindrome",http://stackoverflow.com/questions/9290819/executing-c-program-in-linux-terminal,R,02:16-02:29
,,"union is a collection of different datatypes grouped together.
union allocates one common storage-space for all its members.
We can access only one member of union at a time. ",http://stackoverflow.com/questions/252552/why-do-we-need-c-unions,R,02:52-03:03
,,"In main() function, we have declared a union variable as stud.
Here we can access the union members using a union variable:

stud dot english stud dot maths stud dot science
Then we calculate the total marks and display it. ",http://stackoverflow.com/questions/724617/examples-of-union-in-c,R,04:02-04:21
,,"union is a collection of different datatypes grouped together.
union allocates one common storage-space for all its members.
We can access only one member of union at a time. ",http://stackoverflow.com/questions/42593540,IR,02:52-03:03
,," Let us see the difference between structure and union.
union allocates a common storage-space for all its members.
structure allocates separate storage-space for all its members.
union occupies lower memory space.
structure occupies higher memory space.
Example for union:
union student{int marks;char name[6];double average;};
Memory allocation for union variable will be 8 bytes as double datatype will occupy the maximum memory space.
Example for structure:
struct student{int mark;char name[6];double average;};
Memory allocation for structure variable will be: 2bytes+6bytes+8bytes =16bytes. ",http://stackoverflow.com/questions/346536/difference-between-a-structure-and-a-union-in-c,R,04:50-05:48
,,"Let us see the difference between structure and union.
union allocates a common storage-space for all its members.
structure allocates separate storage-space for all its members.
union occupies lower memory space.
structure occupies higher memory space.
Example for union:
union student{int marks;char name[6];double average;};
Memory allocation for union variable will be 8 bytes as double datatype will occupy the maximum memory space.
Example for structure:
struct student{int mark;char name[6];double average;};
Memory allocation for structure variable will be: 2bytes+6bytes+8bytes =16bytes. ",http://stackoverflow.com/questions/740577/sizeof-a-union-in-c-c,R,04:50-05:48
,,"Let us see the difference between structure and union.
union allocates a common storage-space for all its members.
structure allocates separate storage-space for all its members.
union occupies lower memory space.
structure occupies higher memory space.
Example for union:
union student{int marks;char name[6];double average;};
Memory allocation for union variable will be 8 bytes as double datatype will occupy the maximum memory space.
Example for structure:
struct student{int mark;char name[6];double average;};
Memory allocation for structure variable will be: 2bytes+6bytes+8bytes =16bytes. ",http://stackoverflow.com/questions/724261/unions-versus-structures-in-c,R,04:50-05:48
,,"Let us see the difference between structure and union.
union allocates a common storage-space for all its members.
structure allocates separate storage-space for all its members.
union occupies lower memory space.
structure occupies higher memory space.
Example for union:
union student{int marks;char name[6];double average;};
Memory allocation for union variable will be 8 bytes as double datatype will occupy the maximum memory space.
Example for structure:
struct student{int mark;char name[6];double average;};
Memory allocation for structure variable will be: 2bytes+6bytes+8bytes =16bytes. ",http://stackoverflow.com/questions/4003087/whats-the-major-difference-between-union-and-struct-in-c,SR,04:50-05:48
,,"Let us see the difference between structure and union.
union allocates a common storage-space for all its members.
structure allocates separate storage-space for all its members.
union occupies lower memory space.
structure occupies higher memory space.
Example for union:
union student{int marks;char name[6];double average;};
Memory allocation for union variable will be 8 bytes as double datatype will occupy the maximum memory space.
Example for structure:
struct student{int mark;char name[6];double average;};
Memory allocation for structure variable will be: 2bytes+6bytes+8bytes =16bytes. ",http://stackoverflow.com/questions/42604643,IR,04:50-05:48
,,"Now we will learn about union datatype.
union is a collection of different datatypes grouped together.
union allocates one common storage-space for all its members.
We can access only one member of union at a time.
Syntax1:
union union_name within curly brackets members; after curly brackets union_variableand a semicolon.
We also have an alternate syntax.
Syntax 2: union union_name within curly brackets members; after curly brackets semicolon union union_name union_variable; ",http://stackoverflow.com/questions/42608630,IR,02:47-03:21
,,"Let us see the difference between structure and union.
union allocates a common storage-space for all its members.
structure allocates separate storage-space for all its members.
union occupies lower memory space.
structure occupies higher memory space.
Example for union:
union student{int marks;char name[6];double average;};
Memory allocation for union variable will be 8 bytes as double datatype will occupy the maximum memory space.
Example for structure:
struct student{int mark;char name[6];double average;};
Memory allocation for structure variable will be: 2bytes+6bytes+8bytes =16bytes. ",http://stackoverflow.com/questions/42605630,IR,04:50-05:48
,Storage class specifiers,,http://stackoverflow.com/questions/42606144,IR,
,,"Now, let us see static variable.
Although we have studied about static variable, in the previous tutorials, I will explain it here briefly.
'static' variables are initialized to zero.
They are not destroyed even after program control exits from the block.
Value of the variable persists between different function calls.
Storage-space is CPU memory.
Let us see an example. I will edit the same code file.
Come back to our program.
Press Ctrl + Shift + S keys simultaneously.
Now, I will just change the filename as static. Click on Save.
Now, I will change the initialization of the variable i to static int i equal to zero
Click on Save.
Let us see what happens. Execute the file on the terminal.
Type: gcc space static.c space hyphen o space stat. Press Enter.
Type: dot slash stat. Press Enter.
The output is displayed as: 0, 1, 2, 3
This is because static variables are global variables.
The scope of static variable is local to the function, they are defined in.
They do not lose their value between function calls.
Now, let us learn about extern keyword.
Scope of extern variable is throughout the main program.
Definition for extern variable might be anywhere in the C program.
extern variables are initialized to zero, by default.
They can be accessed by all functions in the program.
These are stored in CPU memory. ",http://stackoverflow.com/questions/40356368/storage-class-of-default-global-variable-gcc-compiler,SR,4:13-06:33
,,"Now, let us move on to register keyword.
register variables will be accessed faster than normal variables.
They are stored in register memory rather than main memory.
Limited number of variables can be used since register size is very low.
16 bits, 32 bits or 64 bits. 

Let us start with auto keyword.
auto keyword declares an automatic variable.
It has a local scope.
Keywords are not initialized automatically.
You should explicitly initialize keywords while declaring.
Storage-space of keywords is CPU memory. ",http://stackoverflow.com/questions/38111073/register-vs-auto-storage-class,R,
,,,http://stackoverflow.com/questions/42604823,IR,
,,,http://stackoverflow.com/questions/42604502,IR,
,,,http://stackoverflow.com/questions/42603802,IR,
,,"Now, let us learn about extern keyword.
Scope of extern variable is throughout the main program.
Definition for extern variable might be anywhere in the C program.
extern variables are initialized to zero, by default.
They can be accessed by all functions in the program.
These are stored in CPU memory. ",http://stackoverflow.com/questions/35076280/why-do-i-need-to-declare-this-function-extern-it-works-without-it,R,
,,"Now, let us move on to register keyword.
register variables will be accessed faster than normal variables.
They are stored in register memory rather than main memory.
Limited number of variables can be used since register size is very low.
16 bits, 32 bits or 64 bits. 

Now, let us see static variable.
Although we have studied about static variable, in the previous tutorials, I will explain it here briefly.
'static' variables are initialized to zero.
They are not destroyed even after program control exits from the block.
Value of the variable persists between different function calls.
Storage-space is CPU memory. 
This is because static variables are global variables.
The scope of static variable is local to the function, they are defined in.
They do not lose their value between function calls. ",http://stackoverflow.com/questions/34680929/why-cant-the-static-and-register-storage-classes-be-used-together,R,
,,,http://stackoverflow.com/questions/42603730,IR,
,,"Now, let us learn about extern keyword.
Scope of extern variable is throughout the main program.
Definition for extern variable might be anywhere in the C program.
extern variables are initialized to zero, by default.
They can be accessed by all functions in the program.
These are stored in CPU memory. ",http://stackoverflow.com/questions/32535793/why-extern-storage-class-works-differently-in-functions,R,
,,,http://stackoverflow.com/questions/42603277,IR,
,,"Now, let us see static variable.
Although we have studied about static variable, in the previous tutorials, I will explain it here briefly.
'static' variables are initialized to zero.
They are not destroyed even after program control exits from the block.
Value of the variable persists between different function calls.
Storage-space is CPU memory. 
This is because static variables are global variables.
The scope of static variable is local to the function, they are defined in.
They do not lose their value between function calls. ",http://stackoverflow.com/questions/31716936/runtime-entity-and-load-time-entity,SR,
,,"Now, let us move on to register keyword.
register variables will be accessed faster than normal variables.
They are stored in register memory rather than main memory.
Limited number of variables can be used since register size is very low.
16 bits, 32 bits or 64 bits. 
",http://stackoverflow.com/questions/31607507/do-the-c-language-standards-specify-support-for-global-register-variables,R,
,,"Now, let us learn about extern keyword.
Scope of extern variable is throughout the main program.
Definition for extern variable might be anywhere in the C program.
extern variables are initialized to zero, by default.
They can be accessed by all functions in the program.
These are stored in CPU memory. ",http://stackoverflow.com/questions/31019176/extern-storage-class-variable-inside-main-function,R,
,,"Now, let us move on to register keyword.
register variables will be accessed faster than normal variables.
They are stored in register memory rather than main memory.
Limited number of variables can be used since register size is very low.
16 bits, 32 bits or 64 bits. 
",http://stackoverflow.com/questions/30826065/why-cant-we-always-use-the-register-storage-class-in-c,R,
,,"Now, let us see static variable.
Although we have studied about static variable, in the previous tutorials, I will explain it here briefly.
'static' variables are initialized to zero.
They are not destroyed even after program control exits from the block.
Value of the variable persists between different function calls.
Storage-space is CPU memory. 
This is because static variables are global variables.
The scope of static variable is local to the function, they are defined in.
They do not lose their value between function calls. 
",http://stackoverflow.com/questions/28686049/the-scope-of-static-function-in-c,R,
,,"Now, let us see static variable.
Although we have studied about static variable, in the previous tutorials, I will explain it here briefly.
'static' variables are initialized to zero.
They are not destroyed even after program control exits from the block.
Value of the variable persists between different function calls.
Storage-space is CPU memory. 
This is because static variables are global variables.
The scope of static variable is local to the function, they are defined in.
They do not lose their value between function calls. 
",http://stackoverflow.com/questions/23905299/static-storage-class-in-c,R,
,,"Now, let us learn about extern keyword.
Scope of extern variable is throughout the main program.
Definition for extern variable might be anywhere in the C program.
extern variables are initialized to zero, by default.
They can be accessed by all functions in the program.
These are stored in CPU memory. ",http://stackoverflow.com/questions/20824905/problems-compiling-program-with-extern-variable,R,
,,"Now, let us learn about extern keyword.
Scope of extern variable is throughout the main program.
Definition for extern variable might be anywhere in the C program.
extern variables are initialized to zero, by default.
They can be accessed by all functions in the program.
These are stored in CPU memory. ",http://stackoverflow.com/questions/17397677/extern-in-multiple-files-and-possible-double-definition,R,
,,"Now, let us see static variable.
Although we have studied about static variable, in the previous tutorials, I will explain it here briefly.
'static' variables are initialized to zero.
They are not destroyed even after program control exits from the block.
Value of the variable persists between different function calls.
Storage-space is CPU memory. 
This is because static variables are global variables.
The scope of static variable is local to the function, they are defined in.
They do not lose their value between function calls. 
",http://stackoverflow.com/questions/15808049/what-is-the-use-of-static-local-variable-when-we-can-get-a-global-variable-at-th,R,
,,"Now, let us move on to register keyword.
register variables will be accessed faster than normal variables.
They are stored in register memory rather than main memory.
Limited number of variables can be used since register size is very low.
16 bits, 32 bits or 64 bits. 

Now, let us see static variable.
Although we have studied about static variable, in the previous tutorials, I will explain it here briefly.
'static' variables are initialized to zero.
They are not destroyed even after program control exits from the block.
Value of the variable persists between different function calls.
Storage-space is CPU memory. 
This is because static variables are global variables.
The scope of static variable is local to the function, they are defined in.
They do not lose their value between function calls. 

Let us start with auto keyword.
auto keyword declares an automatic variable.
It has a local scope.
Keywords are not initialized automatically.
You should explicitly initialize keywords while declaring.
Storage-space of keywords is CPU memory. 

Now, let us learn about extern keyword.
Scope of extern variable is throughout the main program.
Definition for extern variable might be anywhere in the C program.
extern variables are initialized to zero, by default.
They can be accessed by all functions in the program.
These are stored in CPU memory. ",http://stackoverflow.com/questions/95890/what-is-a-variables-linkage-and-storage-specifier,R,
,,"Now, let us see static variable.
Although we have studied about static variable, in the previous tutorials, I will explain it here briefly.
'static' variables are initialized to zero.
They are not destroyed even after program control exits from the block.
Value of the variable persists between different function calls.
Storage-space is CPU memory. 
This is because static variables are global variables.
The scope of static variable is local to the function, they are defined in.
They do not lose their value between function calls. 

Let us start with auto keyword.
auto keyword declares an automatic variable.
It has a local scope.
Keywords are not initialized automatically.
You should explicitly initialize keywords while declaring.
Storage-space of keywords is CPU memory. 
",http://stackoverflow.com/questions/2661369/storage-classes,R,
,,"Now, let us see static variable.
Although we have studied about static variable, in the previous tutorials, I will explain it here briefly.
'static' variables are initialized to zero.
They are not destroyed even after program control exits from the block.
Value of the variable persists between different function calls.
Storage-space is CPU memory. 
This is because static variables are global variables.
The scope of static variable is local to the function, they are defined in.
They do not lose their value between function calls. ",http://stackoverflow.com/questions/17182648/understanding-static-storage-class-in-c,R,
,,"Now, let us learn about extern keyword.
Scope of extern variable is throughout the main program.
Definition for extern variable might be anywhere in the C program.
extern variables are initialized to zero, by default.
They can be accessed by all functions in the program.
These are stored in CPU memory. ",http://stackoverflow.com/questions/38280895/understanding-extern-storage-class-specifier-in-c,R,
,,"Now, let us see static variable.
Although we have studied about static variable, in the previous tutorials, I will explain it here briefly.
'static' variables are initialized to zero.
They are not destroyed even after program control exits from the block.
Value of the variable persists between different function calls.
Storage-space is CPU memory. 
This is because static variables are global variables.
The scope of static variable is local to the function, they are defined in.
They do not lose their value between function calls. ",http://stackoverflow.com/questions/13073952/where-in-a-declaration-may-a-storage-class-specifier-be-placed,SR,
,,"Now, let us learn about extern keyword.
Scope of extern variable is throughout the main program.
Definition for extern variable might be anywhere in the C program.
extern variables are initialized to zero, by default.
They can be accessed by all functions in the program.
These are stored in CPU memory. ",http://stackoverflow.com/questions/1787875/use-of-extern-storage-class-specifier-in-c,SR,
,,"Now, let us learn about extern keyword.
Scope of extern variable is throughout the main program.
Definition for extern variable might be anywhere in the C program.
extern variables are initialized to zero, by default.
They can be accessed by all functions in the program.
These are stored in CPU memory. Now, let us see static variable.
Although we have studied about static variable, in the previous tutorials, I will explain it here briefly.
'static' variables are initialized to zero.
They are not destroyed even after program control exits from the block.
Value of the variable persists between different function calls.
Storage-space is CPU memory. 
This is because static variables are global variables.
The scope of static variable is local to the function, they are defined in.
They do not lose their value between function calls. ",http://stackoverflow.com/questions/36056662/the-memory-location-of-static-and-extern-storage-class-in-c,R,
,,"Now, let us learn about extern keyword.
Scope of extern variable is throughout the main program.
Definition for extern variable might be anywhere in the C program.
extern variables are initialized to zero, by default.
They can be accessed by all functions in the program.
These are stored in CPU memory. ",http://stackoverflow.com/questions/3993966/extern-storage-class-specifier,R,
,,"Now, let us learn about extern keyword.
Scope of extern variable is throughout the main program.
Definition for extern variable might be anywhere in the C program.
extern variables are initialized to zero, by default.
They can be accessed by all functions in the program.
These are stored in CPU memory. ",http://stackoverflow.com/questions/4603271/c-extern-storage-class-life-span,SR,
,,"Let us start with auto keyword.
auto keyword declares an automatic variable.
It has a local scope.
Keywords are not initialized automatically.
You should explicitly initialize keywords while declaring.
Storage-space of keywords is CPU memory. ",http://stackoverflow.com/questions/6087581/can-the-auto-keyword-be-used-as-a-storage-class-specifier-in-c11,R,
,,"Now, let us see static variable.
Although we have studied about static variable, in the previous tutorials, I will explain it here briefly.
'static' variables are initialized to zero.
They are not destroyed even after program control exits from the block.
Value of the variable persists between different function calls.
Storage-space is CPU memory. 
This is because static variables are global variables.
The scope of static variable is local to the function, they are defined in.
They do not lose their value between function calls. 
Now, let us learn about extern keyword.
Scope of extern variable is throughout the main program.
Definition for extern variable might be anywhere in the C program.
extern variables are initialized to zero, by default.
They can be accessed by all functions in the program.
These are stored in CPU memory. ",http://stackoverflow.com/questions/14027317/what-is-the-difference-between-file-scope-and-program-scope,SR,
,,,http://stackoverflow.com/questions/42603460,IR,
,,"Let us start with auto keyword.
auto keyword declares an automatic variable.
It has a local scope.
Keywords are not initialized automatically.
You should explicitly initialize keywords while declaring.
Storage-space of keywords is CPU memory. ",http://stackoverflow.com/questions/21359239/what-does-it-mean-to-declare-a-variable-with-a-storage-class-specifier-but-no-ty,SR,
,,,http://stackoverflow.com/questions/42600135,IR,
,,,http://stackoverflow.com/questions/42603340,IR,
,,,http://stackoverflow.com/questions/42602681,IR,
,,,http://stackoverflow.com/questions/42564415,IR,
Bash,Introduction to Bash shell scripting,"We will see what a Bash Shell is.
Bash Shell is a command language interpreter that executes commands.
These commands are read from the standard input device.

Now let us see what a Bash Shell script is.
The Bash Shell script contains a series of Bash commands in plain text file.
It tells the Shell to execute this text file instead of typing the commands.",http://stackoverflow.com/questions/5725296/difference-between-sh-and-bash,R,
,,"We will see what a Bash Shell is.
Bash Shell is a command language interpreter that executes commands.
These commands are read from the standard input device.
The input device can be-
your keyboard
or a simple text file.
Let me show you what is a Bash Shell.
Open the terminal window by pressing Ctrl+Alt+T keys simultaneously on your keyboard .
This will open the Gnome terminal.
To check which type of shell we are using, type: echo space dollar sign SHELL (in capital).
Press Enter.
You will see the output printed on the next line as: slash bin slash bash.
This indicates that we are using the Bash Shell.",http://stackoverflow.com/questions/28693737/is-bash-a-programming-language,SR,
,,"It provides features lacking in Bourne Shell
It has features of both, B Shell and C Shell along with some additional features.
It has many useful features of ksh, bash and tcsh.
The Bash Shell script contains a series of Bash commands in plain text file.",http://stackoverflow.com/questions/42601289,IR,
,,"Now let us see what a Bash Shell script is.
The Bash Shell script contains a series of Bash commands in plain text file.
It tells the Shell to execute this text file instead of typing the commands.
Let us see how to write a simple Bash script.",http://stackoverflow.com/questions/42600396,IR,
,,"Now, let us know different types of Shells available.
Let us switch back to our slides. Bourne Shell-
This was original UNIX shell written by Stephen Bourne.
It lacked interactivity provided by most modern shells today.
C Shell-
It provides features lacking in Bourne Shell .
K Shell-
It was created by David Korn.
It has features of both, B Shell and C Shell along with some additional features.
Bash Shell-
The Bash Shell was developed by GNU Project.
It is based on B Shell language.
It has features of C and K Shells.
TC Shell-
It is the default Shell of FreeBSD and its descendants.
Z shell-
It is a Shell designed for interactive use.
It has many useful features of ksh, bash and tcsh.",http://stackoverflow.com/questions/199661/what-linux-shell-should-i-use,SR,
,,"Now, let us know different types of Shells available.
Let us switch back to our slides. Bourne Shell-
This was original UNIX shell written by Stephen Bourne.
It lacked interactivity provided by most modern shells today.
C Shell-
It provides features lacking in Bourne Shell .
K Shell-
It was created by David Korn.
It has features of both, B Shell and C Shell along with some additional features.
Bash Shell-
The Bash Shell was developed by GNU Project.
It is based on B Shell language.
It has features of C and K Shells.
TC Shell-
It is the default Shell of FreeBSD and its descendants.
Z shell-
It is a Shell designed for interactive use.
It has many useful features of ksh, bash and tcsh.",http://stackoverflow.com/questions/42591231,IR,
,,"Now, let us know different types ofShellsavailable.",http://stackoverflow.com/questions/42892497,IR,
,,"Now let us see what aBash Shell scriptis.
TheBash Shell script
contains a series ofBashcommands in plaintext file.tells theShellto execute thistext file,instead of typing the commands.",http://stackoverflow.com/questions/3266051/what-is-shell-scripting,SR,
,,"Now, let us know different types ofShellsavailable.",http://unix.stackexchange.com/questions/57105/why-there-are-multiple-shells-in-a-unix-like-system,R,
,,"Now, type: hash exclamation mark front slash bin front slash bash
This is the first line of every bash script.
It is called shebang or bang line.
First, we have to make the file executable.
For this, type: chmod space plus x space hello underscore world dot sh",http://unix.stackexchange.com/questions/182732/is-it-better-to-use-a-shebang-line-to-execute-a-script,R,
,,"This is the first line of every bash script.
It is called shebang or bang line.",http://unix.stackexchange.com/questions/87560/does-the-shebang-determine-the-shell-which-runs-the-script,R,
,,"This is the first line of every bash script.
It is called shebang or bang line.
First, we have to make the file executable.
For this, type: chmod space plus x space hello underscore world dot sh",http://unix.stackexchange.com/questions/159449/is-this-a-valid-shebang-line,SR,
,,"This is the first line of every bash script.
It is called shebang or bang line.",http://stackoverflow.com/questions/42908173,IR,
,,Type: echo space backtick date backtick,http://unix.stackexchange.com/questions/98391/what-is-the-difference-between-echo-date-echo-date-and-echo-date,R,
,,Type: echo space backtick date backtick,http://unix.stackexchange.com/questions/170911/how-do-you-print-the-current-month-day-and-year-using-awk-and-date,SR,
,,Type: echo space backtick date backtick,http://stackoverflow.com/questions/42899829,IR,
,,Type: echo space backtick date backtick,http://stackoverflow.com/questions/9105394/how-do-i-append-the-unix-command-date-to-an-echo-statement,R,
,,"Go back to the terminal.
Now, type: echo space within double quotes Hello world",http://unix.stackexchange.com/questions/129084/in-bash-how-can-i-echo-the-variable-name-not-the-variable-value,SR,
